Assigning lat-longs to AA/CREST biological sample data,,,,,,,,,,,,,,
issue:  many locations used in logs and by observers are not listed in CREST and so don't have any ability to geo-reference.   The yellow is the proposed work to identify lat-longs for each location used.,,,,,,,,,,,,,,
there were about 780 such location names.   Cursory review identified suitable locations for about 300.   480 location names remain which need some lat-longs.,,,,,,,,,,,,,,
the task is to fill in the 480 blank or #NA rows in columns K-O.   Or at least as many as possible.   Some will not be possible. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,2,4,3,5,6,7,8,9,10,4,11,12,13,
14.Salmon Point,Salmon Point,14,14N,52,#N/A,#N/A,#N/A,#N/A,Salmon Pt.,14,14N,-125.1263385,49.8960989,
14.Salmon Pt.,Salmon Pt.,14,14N,2,Salmon Pt.,14N,-125.1263385,49.8960989,Salmon Pt.,14,14N,-125.1263385,49.8960989,
14.Saratoga Beach,Saratoga Beach,14,14N,1,Saratoga Beach,14N,-125.1050966,49.86921952,Saratoga Beach,14,14N,-125.1050966,49.86921952,
14.Sentry Shoal,Sentry Shoal,14,14N,61,Sentry Shoal,14N,-124.9808889,49.90427779,Sentry Shoal,14,14N,-124.9808889,49.90427779,
14.Shelter Pt. area,Shelter Pt. area,14,14N,2,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,14,14N,-125.141,49.9199,*** should be in 13M?
14.Stories Beach,Stories Beach,14,14N,1,Stories Beach,14N,-125.1732478,49.93381901,Shelter Pt.,14,14N,-125.141,49.9199,
14.Upper Oyster Bay,Upper Oyster Bay,14,14N,2,#N/A,#N/A,#N/A,#N/A,Shelter Pt.,14,14N,-125.141,49.9199,
14.Kiddie Pt.,Kiddie Pt.,14,14O,628,Kiddie Pt.,14O,-124.6423495,49.8011697,Kiddie Pt.,14,14O,-124.6423495,49.8011697,
14.Lasqueti I. North,Lasqueti I. North,14,14O,8,#N/A,#N/A,#N/A,#N/A,Finnerty I.,14,14H,-124.4052,49.4956,
15.Northern Strait of Georgia,Northern Strait of Georgia,15,15,28,#N/A,#N/A,#N/A,#N/A,#N/A,15,#N/A,-,-,
15.Toba Inlet,Toba Inlet,15,15-6,77,Toba Inlet,15-6,-124.6929952,50.37548134,Toba Inlet,15,15-6,-124.7401,50.3495,
15.Gibson Beach,Gibson Beach,15,15A,2,Gibson Beach,15A,-124.5959205,49.88543698,Gibson Beach,15,15A,-124.5959205,49.88543698,
15.Grant Reefs,Grant Reefs,15,15A,90,Grant Reefs,15A,-124.7241125,49.87895817,Grant Reefs,15,15A,-124.7241125,49.87895817,
15.Grant's Reef,Grant's Reef,15,15A,43,#N/A,#N/A,#N/A,#N/A,Grant Reefs,15,15A,-124.7241125,49.87895817,
15.Hartwood I.,Hartwood I.,15,15A,50,Hartwood I.,15A,-124.6220777,49.86279902,Harwood I.,15,15A,-124.6220777,49.86279902,
15.Harwood I.,Harwood I.,15,15A,31,#N/A,#N/A,#N/A,#N/A,Harwood I.,15,15A,-124.6220777,49.86279902,
15.Hertado Pt.,Hertado Pt.,15,15A,10,Hertado Pt.,15A,-124.7473592,49.96048137,Hurtado Pt.,15,15A,-124.7443844,49.95792865,
15.Hurtado Pt.,Hurtado Pt.,15,15A,4,Hurtado Pt.,15A,-124.7443844,49.95792865,Hurtado Pt.,15,15A,-124.7443844,49.95792865,
15.Lund,Lund,15,15A,44,Lund,15A,-124.7693863,49.98059226,Lund,15,15A,-124.7693863,49.98059226,
15.Mace Pt.,Mace Pt.,15,15A,37,Mace Pt.,15A,-124.7585746,49.95313305,Mace Pt.,15,15A,-124.7585746,49.95313305,
15.Manson Pass,Manson Pass,15,15A,2,Manson Pass,15F,-124.8646638,49.96141606,Manson Pass,15,15F,-124.8646638,49.96141606,
15.Mystery Reef,Mystery Reef,15,15A,2,Mystery Reef,15A,-124.7193824,49.91344194,Mystery Reef,15,15A,-124.7193824,49.91344194,
15.N. Texada I.,N. Texada I.,15,15A,2,#N/A,#N/A,#N/A,#N/A,Blubber Bay,15,15G,-124.6173476,49.80204443,
15.Savory I.,Savory I.,15,15A,2,Savory I.,15A,-124.8079027,49.92871165,Savory I.,15,15A,-124.8079027,49.92871165,
15.Savory I. - 2,Savory I. - 2,15,15A,2,Savory I. - 2,15A,-124.8208876,49.94584528,Savory I. - 2,15,15A,-124.8208876,49.94584528,
15.Shearwater Pass,Shearwater Pass,15,15A,1,Shearwater Pass,15A,-124.6801903,49.87546476,Shearwater Pass,15,15A,-124.6801903,49.87546476,
15.Vivian I.,Vivian I.,15,15A,10,Vivian I.,15A,-124.6835689,49.83308694,Vivian I.,15,15A,-124.6835689,49.83308694,
15.Dean Rock,Dean Rock,15,15D,1,#N/A,#N/A,#N/A,#N/A,Dean Rock,15,15E,-124.7873,50.2814,
15.LEWIS CHAN.,LEWIS CHAN.,15,15D,148,Lewis Chan.,15D,-124.974202,50.23295153,Lewis Chan.,15,15D,-124.974202,50.23295153,
15.Lewis Channel,Lewis Channel,15,15D,36,Lewis Channel,15D,-124.9221039,50.18349378,Lewis Channel,15,15D,-124.9221039,50.18349378,
15.Lewis Channel adjacent to Teakerne Arm,Lewis Channel adjacent to Teakerne Arm,15,15D,2,#N/A,#N/A,#N/A,#N/A,Lewis Channel,15,15D,-124.9221039,50.18349378,
15.Lewis Channel adjacent to Teakerne Arm RCA,Lewis Channel adjacent to Teakerne Arm RCA,15,15D,2,#N/A,#N/A,#N/A,#N/A,Lewis Channel,15,15D,-124.9221039,50.18349378,
"15.Lewis Channel, west shore W. Redonda","Lewis Channel, west shore W. Redonda",15,15D,6,#N/A,#N/A,#N/A,#N/A,Lewis Channel,15,15D,-124.9221039,50.18349378,
15.NW shore West Redonda I.,NW shore West Redonda I.,15,15D,7,#N/A,#N/A,#N/A,#N/A,NW shore West Redonda I.,15,15D,-124.9214,50.3073,
15.Refuge Cove,Refuge Cove,15,15D,2,Refuge Cove,15D,-124.8533495,50.11942304,Refuge Cove,15,15D,-124.8533495,50.11942304,
15.Teakerne Arm,Teakerne Arm,15,15D,3,Teakerne Arm,15D,-124.8341852,50.18300227,Teakerne Arm,15,15D,-124.8341852,50.18300227,
15.Toba Inlet,Toba Inlet,15,15D,9,Toba Inlet,15-6,-124.6929952,50.37548134,Toba Inlet,15,15E,-124.7394,50.3236,
"15.W Redonda Isl shore, Lewis Channel","W Redonda Isl shore, Lewis Channel",15,15D,4,#N/A,#N/A,#N/A,#N/A,Lewis Channel,15,15D,-124.9221039,50.18349378,
15.Brettell Pt.,Brettell Pt.,15,15E,13,#N/A,#N/A,#N/A,#N/A,Brettell Pt.,15,15E,-124.7394,50.3236,
15.Brettle Pt.,Brettle Pt.,15,15E,12,#N/A,#N/A,#N/A,#N/A,Brettell Pt.,15,15E,-124.7394,50.3236,
15.Channel I.,Channel I.,15,15E,36,#N/A,#N/A,#N/A,#N/A,Channel I.,15,15E,-124.7394,50.3236,
15.Channel Island,Channel Island,15,15E,1,#N/A,#N/A,#N/A,#N/A,Channel I.,15,15E,-124.7394,50.3236,
15.Dean Pt.,Dean Pt.,15,15E,3,Dean Pt.,15E,-124.7876434,50.28911294,Dean Pt.,15,15E,-124.7876434,50.28911294,
15.Dean Rock,Dean Rock,15,15E,1,#N/A,#N/A,#N/A,#N/A,Dean Rock,15,15E,-124.7873,50.2814,
15.Deer Pass,Deer Pass,15,15E,1,Deer Pass,15E,-124.9620776,50.28786006,Deer Pass,15,15E,-124.9620776,50.28786006,
15.Den Rock,Den Rock,15,15E,3,#N/A,#N/A,#N/A,#N/A,Dean Rock,15,15E,-124.7873,50.2814,
15.Double I.,Double I.,15,15E,5,#N/A,#N/A,#N/A,#N/A,Double I.,15,15E,-124.7887,50.314,
15.Double Island,Double Island,15,15E,2,#N/A,#N/A,#N/A,#N/A,Double I.,15,15E,-124.7887,50.314,
15.Elizabeth I.,Elizabeth I.,15,15E,38,#N/A,#N/A,#N/A,#N/A,Elizabeth I.,15,15E,-124.8577,50.3066,
15.Elizabeth Island,Elizabeth Island,15,15E,8,#N/A,#N/A,#N/A,#N/A,Elizabeth I.,15,15E,-124.8577,50.3066,
15.George Head,George Head,15,15E,2,#N/A,#N/A,#N/A,#N/A,George Head,15,15E,-124.9644,50.3417,
15.George Head (Ramsay Arm),George Head (Ramsay Arm),15,15E,8,#N/A,#N/A,#N/A,#N/A,George Head,15,15E,-124.9644,50.3417,
15.Gordon Head,Gordon Head,15,15E,7,#N/A,#N/A,#N/A,#N/A,George Head,15,15E,-124.9644,50.3417,
15.Homfray Ch.,Homfray Ch.,15,15E,3,#N/A,#N/A,#N/A,#N/A,Homfray Ch.,15,15E,-124.6929,50.3136,
15.Lewis Channel,Lewis Channel,15,15E,3,Lewis Channel,15D,-124.9221039,50.18349378,Lewis Channel,15,15D,-124.9221039,50.18349378,
15.Mouth of Toba Inlet,Mouth of Toba Inlet,15,15E,17,#N/A,#N/A,#N/A,#N/A,Toba Inlet,15,15E,-124.7394,50.3236,
15.Pryce Chan.,Pryce Chan.,15,15E,90,Pryce Chan.,15E,-124.901847,50.31291129,Pryce Chan.,15,15E,-124.901847,50.31291129,
15.Pryce Channel,Pryce Channel,15,15E,7,#N/A,#N/A,#N/A,#N/A,Pryce Chan.,15,15E,-124.901847,50.31291129,
15.Toba Inlet,Toba Inlet,15,15E,55,Toba Inlet,15-6,-124.6929952,50.37548134,Toba Inlet,15,15E,-124.7394,50.3236,
15.Waddington Chan.,Waddington Chan.,15,15E,8,Waddington Chan.,15E,-124.7450126,50.18174659,Waddington Chan.,15,15E,-124.7450126,50.18174659,
15.Waddington Channel,Waddington Channel,15,15E,6,#N/A,#N/A,#N/A,#N/A,Waddington Chan.,15,15E,-124.7450126,50.18174659,
15.Cortes Bay,Cortes Bay,15,15F,1,Cortes Bay,15F,-124.9284423,50.06255704,Cortes Bay,15,15F,-124.9284423,50.06255704,
15.Cortes Reef,Cortes Reef,15,15F,2,#N/A,#N/A,#N/A,#N/A,Cortez Bell Buoy,13,13N,-125.0058817,50.01066432,
15.Eagle Nest,Eagle Nest,15,15F,1,Eagle Nest,15F,-124.9518326,49.98102799,Eagle Nest,15,15F,-124.9518326,49.98102799,
15.Echo Bay,Echo Bay,15,15F,1,Echo Bay,15F,-124.9124069,50.02150095,Echo Bay,15,15F,-124.9124069,50.02150095,
15.Hernando I.,Hernando I.,15,15F,2,Hernando I.,15F,-124.8937201,49.97361999,Hernando I.,15,15F,-124.8937201,49.97361999,
15.Malaspina Peninsula,Malaspina Peninsula,15,15F,2,Malaspina Peninsula,15F,-124.8283186,50.03938862,Malaspina Peninsula,15,15F,-124.8283186,50.03938862,
15.Manson Pass,Manson Pass,15,15F,2,Manson Pass,15F,-124.8646638,49.96141606,Manson Pass,15,15F,-124.8646638,49.96141606,
15.Sarah Pt.,Sarah Pt.,15,15F,9,Sarah Pt.,15F,-124.8490473,50.06457116,Sarah Pt.,15,15F,-124.8490473,50.06457116,
15.Sentry Shoal,Sentry Shoal,15,15F,13,#N/A,#N/A,#N/A,#N/A,Sentry Shoal,14,14N,-124.9808889,49.90427779,
15.South Point,South Point,15,15F,1,#N/A,#N/A,#N/A,#N/A,South Point,15,15F,-,-,
15.Spilsbury Pt.,Spilsbury Pt.,15,15F,2,Spilsbury Pt.,15F,-124.9457511,50.0084712,Spilsbury Pt.,15,15F,-124.9457511,50.0084712,
15.Twin I.,Twin I.,15,15F,2,#N/A,#N/A,#N/A,#N/A,Twin Is.,15,15F,-124.9241401,50.03510627,
15.Twin Is.,Twin Is.,15,15F,9,Twin Is.,15F,-124.9241401,50.03510627,Twin Is.,15,15F,-124.9241401,50.03510627,
15.Blubber Bay,Blubber Bay,15,15G,80,Blubber Bay,15G,-124.6173476,49.80204443,Blubber Bay,15,15G,-124.6173476,49.80204443,
15.Kiddie Pt.,Kiddie Pt.,15,15G,3,#N/A,#N/A,#N/A,#N/A,Kiddie Pt.,15,15G,-124.6371,49.801,
15.Rebecca Rock,Rebecca Rock,15,15G,21,Rebecca Rock,15G,-124.6538369,49.81341443,Rebecca Rock,15,15G,-124.6538369,49.81341443,
15.Texada Island,Texada Island,15,15G,1,#N/A,#N/A,#N/A,#N/A,Texada Island,15,15G,-,-,
16.A-frame,A-frame,16,16B,1,A-frame,16B,-124.0732696,49.66584636,A-frame,16,16B,-124.0732696,49.66584636,
16.Agamemnon Bay,Agamemnon Bay,16,16B,1,Agamemnon Bay,16B,-123.9926467,49.75577032,Agamemnon Bay,16,16B,-123.9926467,49.75577032,
16.Agamemnon Chan.,Agamemnon Chan.,16,16B,1,Agamemnon Chan.,16B,-124.0724633,49.67631124,Agamemnon Chan.,16,16B,-124.0724633,49.67631124,
16.Bjerre Shoal,Bjerre Shoal,16,16B,9,Bjerre Shoal,16B,-124.1074275,49.5841606,Bjerre Shoal,16,16B,-124.1074275,49.5841606,
16.Daniel Pt.,Daniel Pt.,16,16B,5,Daniel Pt.,16B,-124.074882,49.65537922,Daniel Pt.,16,16B,-124.074882,49.65537922,
16.Green Bay,Green Bay,16,16B,1,Green Bay,16B,-124.0611761,49.70769228,Green Bay,16,16B,-124.0611761,49.70769228,
16.Hodgson I.,Hodgson I.,16,16B,3,Hodgson I.,16B,-124.0841324,49.64364403,Hodgson I.,16,16B,-124.0841324,49.64364403,
16.Nile Pt.,Nile Pt.,16,16B,1,Nile Pt.,16B,-123.9934529,49.76412683,Nile Pt.,16,16B,-123.9934529,49.76412683,
16.Temple Rock,Temple Rock,16,16B,1,Temple Rock,16B,-124.0972018,49.63250374,Temple Rock,16,16B,-124.0972018,49.63250374,
16.Whitestone I.,Whitestone I.,16,16B,2,Whitestone I.,16B,-124.0412485,49.59402349,Whitestone I.,16,16B,-124.0412485,49.59402349,
16.Bjerre Shoal,Bjerre Shoal,16,16C,18,Bjerre Shoal,16B,-124.1074275,49.5841606,Bjerre Shoal,16,16B,-124.1074275,49.5841606,
16.Egmont Pt.,Egmont Pt.,16,16J,28,Egmont Pt.,16J,-123.9540193,49.78288954,Egmont Pt.,16,16J,-123.9540193,49.78288954,
16.Junction I.,Junction I.,16,16J,3,Junction I.,16J,-124.046239,49.82840633,Junction I.,16,16J,-124.046239,49.82840633,
16.Killiam Bay,Killiam Bay,16,16J,4,Killiam Bay,16J,-123.9283499,49.78953746,Killiam Bay,16,16J,-123.9283499,49.78953746,
16.Sutton I.,Sutton I.,16,16J,2,Sutton I.,16J,-123.9514524,49.76875967,Sutton I.,16,16J,-123.9514524,49.76875967,
16.Sykes I.,Sykes I.,16,16J,1,Sykes I.,16J,-124.070007,49.81056777,Sykes I.,16,16J,-124.070007,49.81056777,
16.Kunechin I.,Kunechin I.,16,16K,4,Kunechin I.,16K,-123.7803802,49.62401335,Kunechin I.,16,16K,-123.7803802,49.62401335,
16.Nine Mile Pt.,Nine Mile Pt.,16,16K,5,Nine Mile Pt.,16K,-123.7974359,49.60054632,Nine Mile Pt.,16,16K,-123.7974359,49.60054632,
16.Sechelt Inlet,Sechelt Inlet,16,16K,5,Sechelt Inlet,16K,-123.7931417,49.56417359,Sechelt Inlet,16,16K,-123.7931417,49.56417359,
16.Anderson Bay,Anderson Bay,16,16M,7,Anderson Bay,16M,-124.1277511,49.51761184,Anderson Bay,16,16M,-124.1277511,49.51761184,
16.Pt. Upwood,Pt. Upwood,16,16M,51,Pt. Upwood,16M,-124.1193883,49.48797435,Upwood Pt.,16,16M,-124.1193883,49.48797435,
16.Pt.upwood,Pt.upwood,16,16M,1,Pt.upwood,16M,-124.1269115,49.48753846,Upwood Pt.,16,16M,-124.1193883,49.48797435,
16.Sabine Channel,Sabine Channel,16,16M,3,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,-,-,
16.South end Texada I.,South end Texada I.,16,16M,11,#N/A,#N/A,#N/A,#N/A,Upwood Pt.,16,16M,-124.1193883,49.48797435,
16.Upwood Pt.,Upwood Pt.,16,16M,18,#N/A,#N/A,#N/A,#N/A,Upwood Pt.,16,16M,-124.1193883,49.48797435,
16.Young Pt.,Young Pt.,16,16M,1,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,-,-,
16.Ball Pt.,Ball Pt.,16,16N,2,Ball Pt.,16N,-124.2344814,49.74900477,Ball Pt.,16,16N,-124.2344814,49.74900477,
16.Cape Cockburn,Cape Cockburn,16,16N,7,Cape Cockburn,16N,-124.1705304,49.65750135,Cape Cockburn,16,16N,-124.1705304,49.65750135,
16.Jervis Inlet,Jervis Inlet,16,16N,5,Jervis Inlet,16N,-124.1897976,49.76132366,Jervis Inlet,16,16N,-124.1897976,49.76132366,
16.Kents Beach,Kents Beach,16,16N,1,Kents Beach,16N,-124.2202206,49.77794917,Kents Beach,16,16N,-124.2202206,49.77794917,
16.Neville Rock,Neville Rock,16,16N,10,Neville Rock,16N,-124.2715966,49.73876248,Neville Rock,16,16N,-124.2715966,49.73876248,
16.Quarry Bay,Quarry Bay,16,16N,2,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,-,-,
16.Saltery Bay,Saltery Bay,16,16N,2,Saltery Bay,16N,-124.1736354,49.77794917,Saltery Bay,16,16N,-124.1736354,49.77794917,
16.Scotch Fir Pt.,Scotch Fir Pt.,16,16N,11,Scotch Fir Pt.,16N,-124.2597525,49.74537936,Scotch Fir Pt.,16,16N,-124.2597525,49.74537936,
16.Strawberry I.,Strawberry I.,16,16N,2,Strawberry I.,16N,-124.2140096,49.68367488,Strawberry I.,16,16N,-124.2140096,49.68367488,
16.Thunder Bay,Thunder Bay,16,16N,1,Thunder Bay,16N,-124.2658551,49.77240797,Thunder Bay,16,16N,-124.2658551,49.77240797,
16.Thunder Pt.,Thunder Pt.,16,16N,10,Thunder Pt.,16N,-124.252545,49.76255538,Thunder Pt.,16,16N,-124.252545,49.76255538,
16.Cook Bay,Cook Bay,16,16O,2,Cook Bay,16O,-124.2604058,49.54329618,Cook Bay,16,16O,-124.2604058,49.54329618,
16.Fegan Islets,Fegan Islets,16,16O,10,#N/A,#N/A,#N/A,#N/A,Fegan Islets,16,16O,-124.3853,49.5356,
16.Iron Mines,Iron Mines,16,16O,1,Iron Mines,16O,-124.5605865,49.70003182,Iron Mines,16,16O,-124.5605865,49.70003182,
16.Mouat I.,Mouat I.,16,16O,2,Mouat I.,16O,-124.4562019,49.62056486,Mouat I.,16,16O,-124.4562019,49.62056486,
16.Granville Bay,Granville Bay,16,16P,17,Granville Bay,16P,-124.0006045,49.83947521,Granville Bay,16,16P,-124.0006045,49.83947521,
16.Harmony I.,Harmony I.,16,16P,6,Harmony I.,16P,-124.0215204,49.86283448,Harmony I.,16,16P,-124.0215204,49.86283448,
16.Hotham Sound,Hotham Sound,16,16P,1,Hotham Sound,16P,-124.0524715,49.86851227,Hotham Sound,16,16P,-124.0524715,49.86851227,
16.Brittain River,Brittain River,16,16Q,1,Brittain River,16Q,-124.005359,49.994015,Brittain River,16,16Q,-124.005359,49.994015,
16.Epsom Pt.,Epsom Pt.,16,16R,116,Epsom Pt.,16R,-124.0219632,49.51105196,Epsom Pt.,16,16R,-124.0219632,49.51105196,
16.Epsom Pt. / Clay Banks,Epsom Pt. / Clay Banks,16,16R,1,#N/A,#N/A,#N/A,#N/A,Epsom Pt.,16,16R,-124.0219632,49.51105196,
16.Epson PT,Epson PT,16,16R,3,#N/A,#N/A,#N/A,#N/A,Epsom Pt.,16,16R,-124.0219632,49.51105196,
16.Epson Pt.,Epson Pt.,16,16R,7,#N/A,#N/A,#N/A,#N/A,Epsom Pt.,16,16R,-124.0219632,49.51105196,
16.Epson Pt./Thormanby I.,Epson Pt./Thormanby I.,16,16R,1,#N/A,#N/A,#N/A,#N/A,Epsom Pt.,16,16R,-124.0219632,49.51105196,
16.Fegin Islands,Fegin Islands,16,16R,5,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,-,-,
16.Halfmoon Bay,Halfmoon Bay,16,16R,1,Halfmoon Bay,16R,-123.9196605,49.50683331,Halfmoon Bay,16,16R,-123.9196605,49.50683331,
16.North Thormanby,North Thormanby,16,16R,2,#N/A,#N/A,#N/A,#N/A,#N/A,16,#N/A,-,-,
16.Pirate Rock,Pirate Rock,16,16R,1,Pirate Rock,16R,-123.9377242,49.47741666,Pirate Rock,16,16R,-123.9377242,49.47741666,
16.Thormanby I.,Thormanby I.,16,16R,43,Thormanby I.,16R,-124.0085299,49.49628899,Thormanby I.,16,16R,-124.0085299,49.49628899,
16.Water Bay,Water Bay,16,16R,1,Water Bay,16R,-123.9515096,49.48763709,Water Bay,16,16R,-123.9515096,49.48763709,
17.Cape Lazo,Cape Lazo,17,17D,14,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Abbott Edge,Abbott Edge,17,17E,41,Abbott Edge,17E,-123.928939,49.277984,Abbott Edge,17,17E,-123.928939,49.277984,
17.Big Fingers I.,Big Fingers I.,17,17E,130,Big Fingers I.,17E,-123.9128993,49.23346277,Big Fingers I.,17,17E,-123.9128993,49.23346277,
17.Clark Rock,Clark Rock,17,17E,3,#N/A,#N/A,#N/A,#N/A,Clarke Rock,17,17E,-123.9420151,49.22178796,
17.Clarke Rock,Clarke Rock,17,17E,11,Clarke Rock,17E,-123.9420151,49.22178796,Clarke Rock,17,17E,-123.9420151,49.22178796,
17.Douglas I.,Douglas I.,17,17E,2,Douglas I.,17F,-124.1172574,49.30670929,Douglas I.,17,17F,-124.1172574,49.30670929,
17.ENTRANCE I.,ENTRANCE I.,17,17E,1149,Entrance I.,17E,-123.8059113,49.21275341,Entrance I.,17,17E,-123.8059113,49.21275341,
17.Entrance Island,Entrance Island,17,17E,2,#N/A,#N/A,#N/A,#N/A,Entrance I.,17,17E,-123.8059113,49.21275341,
17.Fairway Chan.,Fairway Chan.,17,17E,2,Fairway Chan.,17E,-123.8737466,49.20637668,Fairway Chan.,17,17E,-123.8737466,49.20637668,
17.Fingers,Fingers,17,17E,69,#N/A,#N/A,#N/A,#N/A,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Fingers Offshore,Fingers Offshore,17,17E,9,#N/A,#N/A,#N/A,#N/A,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Five Fingers,Five Fingers,17,17E,392,Five Fingers,17E,-123.9128993,49.23346277,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Grande,Grande,17,17E,3,Grande,17I,-123.7130556,49.16699722,Grande,17,17I,-123.7130556,49.16699722,
17.Green Can,Green Can,17,17E,3,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Hammond Bay,Hammond Bay,17,17E,6,Hammond Bay,17E,-123.9580584,49.2307389,Hammond Bay,17,17E,-123.9580584,49.2307389,
17.Harmac,Harmac,17,17E,1,Harmac,17E,-123.8528062,49.14159637,Harmac,17,17E,-123.8528062,49.14159637,
17.Horswell Ch.,Horswell Ch.,17,17E,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Hudson Rocks,Hudson Rocks,17,17E,33,Hudson Rocks,17E,-123.9247833,49.22529069,Hudson Rocks,17,17E,-123.9247833,49.22529069,
17.Icarus Pt.,Icarus Pt.,17,17E,9,Icarus Pt.,17F,-124.0329276,49.25135877,Icarus Pt.,17,17F,-124.0329276,49.25135877,
17.Lagoon Head,Lagoon Head,17,17E,5,Lagoon Head,17E,-123.9521165,49.22762571,Lagoon Head,17,17E,-123.9521165,49.22762571,
17.Nanaimo,Nanaimo,17,17E,10,Nanaimo,17E,-123.9390441,49.17622966,Nanaimo,17,17E,-123.9390441,49.17622966,
17.Neck Point,Neck Point,17,17E,12,#N/A,#N/A,#N/A,#N/A,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Neck Pt,Neck Pt,17,17E,9,#N/A,#N/A,#N/A,#N/A,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Neck Pt.,Neck Pt.,17,17E,122,Neck Pt.,17E,-123.9562758,49.2350192,Neck Pt.,17,17E,-123.9562758,49.2350192,
17.Northumberland Chan.,Northumberland Chan.,17,17E,2,Northumberland Chan.,17E,-123.8469432,49.14817281,Northumberland Chan.,17,17E,-123.8469432,49.14817281,
17.Off 5 Fingers,Off 5 Fingers,17,17E,1,#N/A,#N/A,#N/A,#N/A,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Off Snake Island,Off Snake Island,17,17E,6,#N/A,#N/A,#N/A,#N/A,Snake I.,17,17E,-123.890558,49.21275341,
17.Offshore,Offshore,17,17E,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Pipers Lagoon,Pipers Lagoon,17,17E,1,Pipers Lagoon,17E,-123.9473629,49.22996062,Pipers Lagoon,17,17E,-123.9473629,49.22996062,
17.Piper's Lagoon,Piper's Lagoon,17,17E,18,#N/A,#N/A,#N/A,#N/A,Pipers Lagoon,17,17E,-123.9473629,49.22996062,
17.Shack I.,Shack I.,17,17E,2,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Shack Island,Shack Island,17,17E,2,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Snake I.,Snake I.,17,17E,18,Snake I.,17E,-123.890558,49.21275341,Snake I.,17,17E,-123.890558,49.21275341,
17.Snake Island,Snake Island,17,17E,5,#N/A,#N/A,#N/A,#N/A,Snake I.,17,17E,-123.890558,49.21275341,
17.Thrasher Rock,Thrasher Rock,17,17E,2,Thrasher Rock,17I,-123.6631623,49.14720759,Thrasher Rock,17,17I,-123.6631623,49.14720759,
17.Tinson Pt.,Tinson Pt.,17,17E,20,Tinson Pt.,17E,-123.8631289,49.2007722,Tinson Pt.,17,17E,-123.8631289,49.2007722,
17.Waterfall,Waterfall,17,17E,1,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Whalebone,Whalebone,17,17E,40,Whalebone,17E,-123.7684889,49.18630833,Whalebone,17,17E,-123.7684889,49.18630833,
17.Winchelsea I.,Winchelsea I.,17,17E,8,#N/A,#N/A,#N/A,#N/A,#N/A,17,#N/A,-,-,
17.Ada I.,Ada I.,17,17F,1,Ada I.,17F,-124.0875939,49.28868592,Ada I.,17,17F,-124.0875939,49.28868592,
17.Ballenas Chan.,Ballenas Chan.,17,17F,3,Ballenas Chan.,17F,-124.144637,49.32520791,Ballenas Chan.,17,17F,-124.144637,49.32520791,
17.Ballenas Is.,Ballenas Is.,17,17F,26,Ballenas Is.,17F,-124.1438882,49.34479575,Ballenas Is.,17,17F,-124.1438882,49.34479575,
17.Brickyard,Brickyard,17,17F,5,Brickyard,17F,-124.0495651,49.25174774,Brickyard,17,17F,-124.0495651,49.25174774,
17.Douglas I.,Douglas I.,17,17F,3,Douglas I.,17F,-124.1172574,49.30670929,Douglas I.,17,17F,-124.1172574,49.30670929,
17.Douglas Is.,Douglas Is.,17,17F,5,Douglas Is.,17F,-124.1511105,49.31385137,Douglas Is.,17,17F,-124.1511105,49.31385137,
17.Fingers,Fingers,17,17F,2,#N/A,#N/A,#N/A,#N/A,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Five Fingers,Five Fingers,17,17F,26,Five Fingers,17E,-123.9128993,49.23346277,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Five Fingers to Neck Pt.,Five Fingers to Neck Pt.,17,17F,2,#N/A,#N/A,#N/A,#N/A,Five Fingers,17,17E,-123.9128993,49.23346277,
17.Gerald I.,Gerald I.,17,17F,2,Gerald I.,17F,-124.1666224,49.31666265,Gerald I.,17,17F,-124.1666224,49.31666265,
17.Gerald Is.,Gerald Is.,17,17F,23,Gerald Is.,17F,-124.1663576,49.31857297,Gerald Is.,17,17F,-124.1663576,49.31857297,
17.Grey Rock,Grey Rock,17,17F,5,Grey Rock,17F,-124.0691737,49.29101792,Grey Rock,17,17F,-124.0691737,49.29101792,
